MacDeviceID,DeviceName,UserKey,RegionKey,BUKey,SerialNumber,Model,OSVersion,EnrollmentDate,LastCheckInDate,Status
MAC-00998,MAC-SEA-00998,9095,5,3,C02AR0PI7CG,Mac mini,macOS 15.5,2025-01-21,2026-07-04,Managed
MAC-00999,MAC-EUN-00999,1581,3,3,C02J9A4X0OU,iMac 24,macOS 15.5,2026-06-26,2026-07-05,Managed
MAC-01000,MAC-BRS-01000,12546,6,9,C02KGI92226,iMac 24,macOS 14.7,2026-05-29,2026-07-07,Needs Attention
MAC-01001,MAC-EUN-01001,13148,3,11,C02CXDJS7JZ,iMac 24,macOS 15.5,2024-12-02,2026-07-04,Managed
MAC-01002,MAC-USE-01002,1470,1,12,C023GIQLJ84,MacBook Air 13,macOS 15.5,2025-11-15,2026-07-06,Managed
MAC-01003,MAC-USE-01003,10402,1,4,C02WTH2G5PV,MacBook Air 13,macOS 14.7,2025-02-16,2026-07-07,Managed
MAC-01004,MAC-EUN-01004,985,3,11,C02PPEK02PW,MacBook Pro 16,macOS 15.4,2024-12-15,2026-07-06,Managed
MAC-01005,MAC-USW-01005,1634,2,11,C02CO8LYKDZ,MacBook Pro 16,macOS 13.7,2026-06-17,2026-07-04,Managed
MAC-01006,MAC-EUW-01006,12783,4,4,C02UNSPK5AA,iMac 24,macOS 15.5,2025-10-15,2026-07-05,Managed
MAC-01007,MAC-USE-01007,4804,1,9,C024LP9CQFN,iMac 24,macOS 15.4,2025-03-19,2026-07-06,Managed
MAC-01008,MAC-USE-01008,6848,1,9,C02H5916QS2,MacBook Pro 14,macOS 15.5,2025-09-06,2026-07-06,Managed
MAC-01009,MAC-SEA-01009,667,5,3,C02OOFFVQEA,MacBook Pro 14,macOS 15.5,2025-11-06,2026-07-07,Managed
MAC-01010,MAC-SEA-01010,2953,5,3,C026MQ4X28C,iMac 24,macOS 15.5,2026-05-26,2026-07-04,Managed
MAC-01011,MAC-USW-01011,11642,2,10,C02KI2DWN5Y,MacBook Pro 16,macOS 15.5,2024-12-15,2026-07-04,Managed
MAC-01012,MAC-EUN-01012,9986,3,7,C02RBYRWIGF,MacBook Pro 16,macOS 14.7,2025-09-06,2026-07-05,Managed
MAC-01013,MAC-SEA-01013,12924,5,6,C02QKIQPMW4,MacBook Pro 14,macOS 14.7,2024-10-06,2026-07-04,Managed
MAC-01014,MAC-EUW-01014,10367,4,9,C02R0KOZ5FK,MacBook Pro 14,macOS 14.7,2025-12-19,2026-07-05,Managed
MAC-01015,MAC-USE-01015,890,1,7,C026BJ4C9T8,MacBook Air 13,macOS 15.5,2025-08-20,2026-07-07,Managed
MAC-01016,MAC-EUW-01016,8045,4,12,C02AZI8RDOJ,MacBook Pro 16,macOS 15.4,2024-07-28,2026-07-04,Managed
MAC-01017,MAC-USW-01017,660,2,4,C02K13D8AJ6,MacBook Pro 14,macOS 15.5,2025-08-22,2026-07-07,Managed
MAC-01018,MAC-USE-01018,13394,1,11,C02C8YKCEUX,MacBook Pro 14,macOS 15.5,2024-11-28,2026-07-06,Managed
MAC-01019,MAC-EUW-01019,10996,4,8,C02ZLIL6DTM,MacBook Pro 14,macOS 15.4,2026-01-22,2026-07-06,Managed
MAC-01020,MAC-USE-01020,1624,1,3,C02J1IZ9CNY,iMac 24,macOS 15.5,2025-10-19,2026-07-06,Managed
MAC-01021,MAC-BRS-01021,3704,6,7,C02WTDKHELA,MacBook Air 13,macOS 15.5,2025-07-21,2026-07-06,Managed
MAC-01022,MAC-SEA-01022,5404,5,2,C02MBZTAFBX,Mac mini,macOS 15.5,2025-04-02,2026-07-07,Managed
MAC-01023,MAC-EUW-01023,11751,4,12,C02ZM4S1B6G,Mac mini,macOS 14.7,2024-10-22,2026-07-06,Managed
MAC-01024,MAC-EUW-01024,12611,4,8,C02AHLCASBW,MacBook Pro 16,macOS 14.7,2026-01-21,2026-07-07,Managed
MAC-01025,MAC-USE-01025,2006,1,11,C02YD6NVUGG,MacBook Air 13,macOS 15.4,2025-10-29,2026-07-07,Managed
MAC-01026,MAC-EUN-01026,10881,3,3,C029YGE91GI,MacBook Pro 16,macOS 14.7,2026-03-05,2026-07-07,Managed
MAC-01027,MAC-USW-01027,4076,2,8,C02G9GM4PJE,MacBook Pro 14,macOS 15.4,2024-11-17,2026-07-07,Managed
MAC-01028,MAC-SEA-01028,9566,5,12,C02N95IL5FD,MacBook Air 13,macOS 15.5,2025-03-09,2026-06-28,Managed
MAC-01029,MAC-BRS-01029,13218,6,7,C02QCBPVOZM,MacBook Pro 14,macOS 15.4,2025-11-19,2026-07-05,Lost
MAC-01030,MAC-SEA-01030,907,5,11,C02MNOAASSP,MacBook Air 13,macOS 15.4,2024-10-12,2026-06-12,Managed
MAC-01031,MAC-USW-01031,5072,2,4,C02QNUVK7XR,MacBook Pro 14,macOS 15.5,2026-05-26,2026-07-04,Managed
MAC-01032,MAC-BRS-01032,6156,6,7,C02I0GKG740,iMac 24,macOS 15.5,2026-04-04,2026-07-07,Managed
MAC-01033,MAC-BRS-01033,1973,6,11,C020R7DU8KA,iMac 24,macOS 14.7,2026-04-22,2026-07-05,Managed
MAC-01034,MAC-EUW-01034,5580,4,12,C02L0JP6EG0,MacBook Pro 14,macOS 15.5,2025-03-07,2026-07-05,Managed
MAC-01035,MAC-SEA-01035,6836,5,8,C02AVJS8E6A,MacBook Air 13,macOS 15.5,2025-12-05,2026-07-06,Managed
MAC-01036,MAC-EUN-01036,10515,3,1,C02XRF8DGUT,MacBook Pro 14,macOS 15.5,2026-02-19,2026-05-08,Managed
MAC-01037,MAC-SEA-01037,7559,5,9,C02PT6MJQAH,iMac 24,macOS 15.4,2026-04-04,2026-07-04,Managed
MAC-01038,MAC-USW-01038,1547,2,1,C020FVPT83Y,Mac mini,macOS 15.5,2026-01-07,2026-07-04,Managed
MAC-01039,MAC-USE-01039,12800,1,12,C0230EDFS7W,MacBook Pro 14,macOS 15.5,2025-09-29,2026-07-07,Managed
MAC-01040,MAC-USE-01040,3241,1,11,C02F25AOIIU,iMac 24,macOS 13.7,2025-05-06,2026-06-25,Managed
MAC-01041,MAC-SEA-01041,9007,5,4,C02Q2U9CB3G,MacBook Pro 14,macOS 15.5,2026-03-13,2026-07-06,Managed
MAC-01042,MAC-EUN-01042,506,3,1,C02652SJU0J,MacBook Pro 16,macOS 15.4,2026-05-19,2026-07-05,Managed
MAC-01043,MAC-BRS-01043,10096,6,12,C02MW9ZQK37,iMac 24,macOS 15.5,2024-08-21,2026-07-05,Managed
MAC-01044,MAC-SEA-01044,8539,5,11,C02B22PDFHZ,Mac mini,macOS 15.4,2026-04-22,2026-07-04,Managed
MAC-01045,MAC-EUW-01045,9296,4,7,C02AQFJFYWV,MacBook Air 13,macOS 15.5,2025-01-25,2026-07-06,Managed
MAC-01046,MAC-EUN-01046,9509,3,3,C023R0N931N,MacBook Pro 14,macOS 15.5,2026-06-04,2026-07-04,Retired
MAC-01047,MAC-BRS-01047,6170,6,7,C025WFWVK3W,iMac 24,macOS 15.5,2025-05-02,2026-07-07,Needs Attention
MAC-01048,MAC-EUW-01048,1265,4,10,C023HJ00SQO,MacBook Pro 14,macOS 15.5,2025-05-16,2026-07-05,Managed
MAC-01049,MAC-USE-01049,5016,1,6,C02G7XJJDLG,MacBook Pro 14,macOS 14.7,2025-09-23,2026-07-04,Managed
MAC-01050,MAC-EUW-01050,2969,4,9,C02W5H4ON06,iMac 24,macOS 15.4,2026-06-18,2026-07-06,Needs Attention
MAC-01051,MAC-BRS-01051,7766,6,8,C023Q85CA8Q,MacBook Pro 16,macOS 15.5,2025-10-12,2026-07-05,Managed
MAC-01052,MAC-SEA-01052,3868,5,5,C02M9SDJZ2P,iMac 24,macOS 15.5,2025-04-05,2026-06-25,Managed
MAC-01053,MAC-EUW-01053,5,4,1,C02FF0G0RSP,MacBook Air 13,macOS 15.5,2024-09-22,2026-07-07,Needs Attention
MAC-01054,MAC-SEA-01054,5888,5,4,C02DPMAUDI7,MacBook Pro 14,macOS 15.4,2025-04-07,2026-07-04,Managed
MAC-01055,MAC-EUW-01055,7995,4,3,C02PDUSDG1V,MacBook Air 13,macOS 15.4,2024-12-29,2026-07-07,Managed
MAC-01056,MAC-EUW-01056,1965,4,12,C028F7NQNNB,MacBook Pro 14,macOS 15.4,2024-10-13,2026-07-06,Managed
MAC-01057,MAC-EUN-01057,1424,3,10,C02KL822MZW,MacBook Pro 16,macOS 15.4,2025-01-24,2026-07-06,Managed
MAC-01058,MAC-BRS-01058,2808,6,9,C02WW9MC248,MacBook Pro 16,macOS 15.4,2024-10-14,2026-07-05,Managed
MAC-01059,MAC-EUW-01059,11528,4,11,C02MZKUPSU1,iMac 24,macOS 14.7,2025-07-09,2026-07-04,Managed
MAC-01060,MAC-EUW-01060,3055,4,3,C0201S38KOG,MacBook Pro 14,macOS 15.5,2024-10-03,2026-06-26,Managed
MAC-01061,MAC-EUN-01061,13858,3,10,C022ZS7Z6QZ,MacBook Pro 14,macOS 15.4,2025-01-29,2026-07-07,Managed
MAC-01062,MAC-USW-01062,12990,2,7,C02KI6BIIB4,MacBook Pro 16,macOS 15.4,2025-01-09,2026-07-06,Managed
MAC-01063,MAC-USW-01063,660,2,4,C02K9175O48,iMac 24,macOS 15.4,2025-12-27,2026-07-06,Managed
MAC-01064,MAC-USE-01064,5593,1,3,C021LKALYF4,MacBook Pro 16,macOS 15.5,2025-07-03,2026-07-07,Managed
MAC-01065,MAC-USE-01065,6691,1,9,C02CP81XP96,MacBook Pro 14,macOS 15.5,2026-02-15,2026-07-07,Managed
MAC-01066,MAC-USW-01066,4230,2,6,C02ZT3HMS6J,MacBook Pro 16,macOS 15.5,2024-10-19,2026-06-08,Managed
MAC-01067,MAC-EUW-01067,12893,4,3,C02Q9GQNOQG,MacBook Pro 16,macOS 15.5,2026-04-04,2026-07-03,Managed
MAC-01068,MAC-EUN-01068,820,3,5,C02RR4CJJEJ,MacBook Pro 16,macOS 15.4,2024-10-26,2026-07-07,Managed
MAC-01069,MAC-USE-01069,4578,1,8,C02Y46TGIL3,MacBook Pro 16,macOS 15.5,2025-06-08,2026-07-07,Managed
MAC-01070,MAC-SEA-01070,5585,5,9,C02GL7JMLAW,iMac 24,macOS 15.5,2024-10-16,2026-06-10,Managed
MAC-01071,MAC-EUN-01071,3319,3,8,C02WTKDLRVY,MacBook Pro 14,macOS 15.5,2025-01-25,2026-06-12,Managed
MAC-01072,MAC-USE-01072,10051,1,1,C027N5KGI3D,MacBook Pro 14,macOS 15.5,2025-02-10,2026-07-05,Needs Attention
MAC-01073,MAC-BRS-01073,5705,6,3,C02LT1M9VAJ,Mac mini,macOS 14.7,2026-04-21,2026-07-04,Managed
MAC-01074,MAC-EUW-01074,3298,4,12,C02L575Z31G,Mac mini,macOS 15.5,2026-05-08,2026-07-06,Managed
MAC-01075,MAC-EUW-01075,2508,4,1,C02BOIGJD4P,MacBook Pro 14,macOS 15.5,2025-02-17,2026-07-07,Managed
MAC-01076,MAC-SEA-01076,13575,5,11,C02UNJGAB3W,iMac 24,macOS 14.7,2025-04-12,2026-07-04,Managed
MAC-01077,MAC-USW-01077,5745,2,11,C023TCNXW27,MacBook Air 13,macOS 15.5,2024-10-25,2026-06-29,Managed
MAC-01078,MAC-USE-01078,2105,1,6,C02K1C3J1M4,iMac 24,macOS 15.4,2025-06-03,2026-07-07,Managed
MAC-01079,MAC-USW-01079,8901,2,8,C029Y7YN46G,iMac 24,macOS 15.5,2025-10-18,2026-07-05,Managed
MAC-01080,MAC-USE-01080,2027,1,11,C02LZ6B1W7T,MacBook Pro 14,macOS 15.4,2025-08-23,2026-07-04,Managed
MAC-01081,MAC-USE-01081,1391,1,3,C02R2SXI34F,iMac 24,macOS 15.5,2025-06-19,2026-07-04,Managed
MAC-01082,MAC-USE-01082,3911,1,3,C02ZEWCHY33,iMac 24,macOS 15.5,2025-09-25,2026-07-07,Managed
MAC-01083,MAC-USW-01083,7751,2,9,C02B341E81S,iMac 24,macOS 15.5,2025-07-25,2026-07-05,Managed
MAC-01084,MAC-USW-01084,1572,2,9,C021362YBB5,MacBook Pro 14,macOS 15.5,2025-02-06,2026-07-04,Managed
MAC-01085,MAC-USW-01085,3109,2,6,C02V183AB58,iMac 24,macOS 15.4,2025-11-15,2026-07-04,Managed
MAC-01086,MAC-BRS-01086,10455,6,1,C02J7SXJSL7,MacBook Air 13,macOS 15.5,2024-09-08,2026-07-04,Managed
MAC-01087,MAC-BRS-01087,13333,6,4,C0244QH6NE2,MacBook Air 13,macOS 14.7,2024-08-24,2026-07-06,Managed
MAC-01088,MAC-USW-01088,1178,2,4,C02EKRST9SQ,MacBook Pro 14,macOS 15.5,2024-08-08,2026-07-06,Needs Attention
MAC-01089,MAC-EUN-01089,8268,3,2,C02UPNQR2M0,Mac mini,macOS 15.4,2025-07-14,2026-07-07,Managed
MAC-01090,MAC-USE-01090,11501,1,11,C02WKD3B3YB,iMac 24,macOS 15.5,2025-09-08,2026-07-07,Managed
MAC-01091,MAC-USE-01091,9785,1,9,C027AL2H6HL,iMac 24,macOS 15.4,2024-11-15,2026-07-06,Managed
MAC-01092,MAC-SEA-01092,9406,5,7,C02E52ZE1Z5,MacBook Pro 14,macOS 15.5,2026-05-24,2026-07-04,Managed
MAC-01093,MAC-SEA-01093,5488,5,7,C02KJACB7B3,MacBook Pro 14,macOS 15.4,2025-06-13,2026-05-23,Managed
MAC-01094,MAC-USE-01094,2059,1,12,C029G32RG1S,iMac 24,macOS 15.4,2025-09-19,2026-07-04,Managed
MAC-01095,MAC-EUW-01095,12166,4,5,C0230WCNQ4E,MacBook Pro 16,macOS 15.4,2026-01-01,2026-07-07,Managed
MAC-01096,MAC-USE-01096,13779,1,10,C02RLKLGHEI,MacBook Air 13,macOS 15.5,2025-01-07,2026-07-07,Managed
MAC-01097,MAC-USW-01097,4315,2,4,C02D70ZQCOC,MacBook Air 13,macOS 14.7,2026-05-08,2026-05-18,Managed
MAC-01098,MAC-BRS-01098,459,6,6,C02C3X5JLTE,MacBook Pro 14,macOS 13.7,2025-02-28,2026-07-03,Managed
MAC-01099,MAC-USW-01099,6391,2,5,C0279J7EEUQ,iMac 24,macOS 14.7,2025-05-05,2026-07-06,Managed
MAC-01100,MAC-BRS-01100,13182,6,12,C024NHVYBYB,MacBook Air 13,macOS 15.4,2025-05-04,2026-07-05,Managed
MAC-01101,MAC-EUN-01101,1062,3,8,C02AKFIVW8X,MacBook Pro 14,macOS 15.5,2026-05-01,2026-07-06,Managed
MAC-01102,MAC-EUN-01102,8342,3,9,C021G67PYM8,Mac mini,macOS 15.4,2025-01-29,2026-07-07,Managed
MAC-01103,MAC-EUW-01103,6392,4,10,C025NK35YH0,MacBook Pro 14,macOS 15.5,2024-08-16,2026-06-27,Managed
MAC-01104,MAC-EUW-01104,13229,4,2,C02F1V0ERYY,MacBook Air 13,macOS 15.5,2024-10-29,2026-07-07,Managed
MAC-01105,MAC-USW-01105,4281,2,12,C022Q36R9FQ,MacBook Pro 16,macOS 15.4,2025-03-31,2026-07-06,Managed
MAC-01106,MAC-EUW-01106,12339,4,7,C0272EMMABR,MacBook Air 13,macOS 15.4,2024-08-28,2026-07-06,Managed
MAC-01107,MAC-SEA-01107,4049,5,10,C0206DLYBFQ,MacBook Pro 14,macOS 15.5,2026-05-20,2026-07-04,Managed
MAC-01108,MAC-BRS-01108,3000,6,11,C02KPE11KW6,MacBook Pro 14,macOS 15.5,2025-12-24,2026-07-07,Managed
MAC-01109,MAC-USE-01109,9750,1,8,C02C7L4WBCW,MacBook Air 13,macOS 15.4,2026-06-20,2026-07-03,Managed
MAC-01110,MAC-EUN-01110,7919,3,7,C025BTWHD3J,Mac mini,macOS 15.5,2024-11-29,2026-07-04,Managed
MAC-01111,MAC-SEA-01111,2103,5,11,C0214RCHUFH,iMac 24,macOS 14.7,2025-10-03,2026-07-02,Managed
MAC-01112,MAC-EUW-01112,6621,4,10,C02KNM9XZHT,MacBook Pro 16,macOS 13.7,2025-07-31,2026-06-15,Managed
MAC-01113,MAC-BRS-01113,10739,6,12,C02B867NFCV,Mac mini,macOS 15.4,2026-04-20,2026-07-06,Managed
MAC-01114,MAC-EUN-01114,8067,3,11,C02LUSEFNA8,iMac 24,macOS 15.5,2024-09-01,2026-07-06,Managed
MAC-01115,MAC-SEA-01115,6802,5,3,C02PIPQQ6ZE,Mac mini,macOS 15.4,2026-01-31,2026-07-05,Needs Attention
MAC-01116,MAC-SEA-01116,582,5,2,C02H5PLU1FX,iMac 24,macOS 14.7,2025-09-11,2026-07-04,Enrollment Pending
MAC-01117,MAC-USW-01117,10955,2,11,C02CANQUAIF,MacBook Pro 14,macOS 15.5,2026-03-29,2026-07-06,Managed
MAC-01118,MAC-USW-01118,11203,2,3,C020BJOKGRO,MacBook Air 13,macOS 15.4,2025-01-28,2026-07-07,Managed
MAC-01119,MAC-EUW-01119,699,4,6,C02SGD7R9Q8,MacBook Air 13,macOS 15.5,2025-12-11,2026-07-07,Managed
MAC-01120,MAC-USE-01120,3881,1,10,C02SCJRM0XJ,MacBook Air 13,macOS 15.5,2026-01-19,2026-07-05,Managed
MAC-01121,MAC-USE-01121,12507,1,5,C02PI4WX4XX,MacBook Pro 16,macOS 14.7,2025-04-20,2026-07-04,Managed
MAC-01122,MAC-USW-01122,10088,2,12,C02AUOYPGT9,MacBook Pro 14,macOS 14.7,2025-03-09,2026-07-05,Managed
MAC-01123,MAC-EUW-01123,4108,4,1,C02SHN5QFKH,Mac mini,macOS 15.5,2025-09-12,2026-07-04,Needs Attention
MAC-01124,MAC-USE-01124,1147,1,5,C02MJ95N1OO,MacBook Pro 16,macOS 15.4,2025-07-22,2026-07-07,Managed
MAC-01125,MAC-EUW-01125,8332,4,4,C02KBNALFEJ,Mac mini,macOS 15.4,2024-08-07,2026-07-04,Managed
MAC-01126,MAC-EUN-01126,2911,3,8,C0265QTNDDH,MacBook Pro 14,macOS 15.4,2026-01-24,2026-07-05,Managed
MAC-01127,MAC-SEA-01127,52,5,6,C02AL77DO5Q,MacBook Pro 16,macOS 14.7,2026-01-24,2026-07-06,Managed
MAC-01128,MAC-EUN-01128,5082,3,11,C02NSC0IHZ3,MacBook Pro 16,macOS 15.5,2026-03-06,2026-07-04,Managed
MAC-01129,MAC-EUN-01129,12972,3,7,C02IZK1ILDH,iMac 24,macOS 15.4,2025-10-08,2026-07-05,Managed
MAC-01130,MAC-USE-01130,3591,1,3,C024104HFPU,MacBook Pro 16,macOS 13.7,2024-12-09,2026-07-06,Managed
MAC-01131,MAC-BRS-01131,507,6,12,C02UVO1414W,MacBook Pro 14,macOS 15.5,2025-10-02,2026-07-05,Managed
MAC-01132,MAC-BRS-01132,1154,6,1,C026UZNLGPG,MacBook Pro 14,macOS 15.5,2026-01-18,2026-07-07,Managed
MAC-01133,MAC-USW-01133,1661,2,2,C02N9IQMIR9,iMac 24,macOS 15.5,2025-09-26,2026-07-05,Managed
MAC-01134,MAC-EUW-01134,6312,4,1,C02DKRMZ8RY,MacBook Pro 16,macOS 14.7,2024-11-16,2026-07-06,Managed
MAC-01135,MAC-SEA-01135,2830,5,6,C026OT992YQ,Mac mini,macOS 15.4,2026-06-17,2026-07-04,Managed
MAC-01136,MAC-USW-01136,2136,2,5,C028RUEI9E6,iMac 24,macOS 15.5,2024-10-05,2026-07-06,Managed
MAC-01137,MAC-SEA-01137,5161,5,7,C025X94DOUF,Mac mini,macOS 15.4,2026-06-27,2026-07-04,Enrollment Pending
MAC-01138,MAC-USW-01138,7422,2,8,C02ODOWUZDE,iMac 24,macOS 14.7,2025-10-20,2026-07-04,Managed
MAC-01139,MAC-EUW-01139,5217,4,12,C02V6B4Q0VY,Mac mini,macOS 15.5,2025-06-09,2026-07-05,Managed
MAC-01140,MAC-EUN-01140,2638,3,4,C02TORZUBTP,MacBook Air 13,macOS 14.7,2025-06-20,2026-06-28,Managed
MAC-01141,MAC-EUW-01141,10735,4,12,C025ROFEEAJ,MacBook Pro 14,macOS 14.7,2025-02-08,2026-07-04,Managed
MAC-01142,MAC-BRS-01142,1686,6,1,C02U1HH089F,iMac 24,macOS 15.4,2024-09-30,2026-07-07,Managed
MAC-01143,MAC-EUW-01143,3583,4,12,C02QOUQYV38,Mac mini,macOS 15.5,2025-02-16,2026-07-07,Managed
MAC-01144,MAC-EUN-01144,174,3,8,C0295BEQ308,iMac 24,macOS 15.5,2024-09-06,2026-07-04,Retired
MAC-01145,MAC-SEA-01145,3705,5,1,C02972T3G7S,MacBook Pro 16,macOS 15.5,2025-09-06,2026-07-04,Managed
MAC-01146,MAC-EUW-01146,11115,4,5,C0258NDMM33,MacBook Pro 16,macOS 15.4,2025-03-18,2026-07-05,Managed
MAC-01147,MAC-BRS-01147,7852,6,3,C02J2KCLYMD,MacBook Air 13,macOS 15.5,2025-01-24,2026-07-05,Retired
MAC-01148,MAC-SEA-01148,5414,5,12,C02SQD8XLRB,MacBook Pro 14,macOS 14.7,2026-02-08,2026-07-04,Managed
MAC-01149,MAC-BRS-01149,5192,6,6,C02H8M48L3Z,iMac 24,macOS 15.5,2026-01-10,2026-07-06,Managed
MAC-01150,MAC-EUW-01150,9470,4,7,C02JBMUD7BX,MacBook Air 13,macOS 14.7,2025-11-13,2026-07-03,Managed
MAC-01151,MAC-SEA-01151,12622,5,5,C0248KAEQDL,MacBook Pro 16,macOS 15.4,2025-03-05,2026-07-06,Managed
MAC-01152,MAC-BRS-01152,6454,6,7,C02W7ZIQS51,Mac mini,macOS 15.5,2025-06-04,2026-07-06,Managed
MAC-01153,MAC-EUN-01153,8042,3,4,C02ZTA9EGL0,iMac 24,macOS 15.5,2024-09-05,2026-07-07,Managed
MAC-01154,MAC-EUW-01154,5859,4,4,C02Z5XWMFIL,iMac 24,macOS 15.5,2025-09-15,2026-07-07,Managed
MAC-01155,MAC-BRS-01155,13896,6,9,C02RB4F0LEV,MacBook Air 13,macOS 15.4,2025-01-03,2026-07-04,Managed
MAC-01156,MAC-EUW-01156,8985,4,8,C02WH5SQ6TQ,Mac mini,macOS 15.5,2024-08-09,2026-05-18,Managed
MAC-01157,MAC-USE-01157,12905,1,3,C020MTUMBSQ,MacBook Air 13,macOS 15.5,2024-10-13,2026-07-07,Managed
MAC-01158,MAC-USW-01158,2180,2,6,C02WZ3IXQU5,Mac mini,macOS 13.7,2026-01-09,2026-07-05,Managed
MAC-01159,MAC-BRS-01159,715,6,3,C02O0MDG8C0,MacBook Pro 16,macOS 15.5,2025-03-29,2026-07-06,Managed
MAC-01160,MAC-USW-01160,3533,2,1,C02L9FR5PZG,MacBook Pro 16,macOS 15.5,2024-09-04,2026-07-04,Needs Attention
MAC-01161,MAC-USE-01161,4711,1,2,C021KFZ0O1S,MacBook Pro 14,macOS 15.4,2026-04-01,2026-07-05,Managed
MAC-01162,MAC-BRS-01162,7874,6,3,C02AVHY4TH6,MacBook Air 13,macOS 15.5,2025-09-03,2026-07-07,Managed
MAC-01163,MAC-USW-01163,10573,2,1,C02ELVVY11J,MacBook Pro 14,macOS 14.7,2024-12-14,2026-07-06,Managed
MAC-01164,MAC-USE-01164,10686,1,5,C02OVFRAEKY,MacBook Pro 14,macOS 15.4,2025-07-26,2026-07-07,Managed
MAC-01165,MAC-USE-01165,5789,1,8,C02V9AQXFFI,Mac mini,macOS 15.5,2024-08-22,2026-07-03,Managed
MAC-01166,MAC-EUN-01166,6630,3,11,C02MGE6SMC5,MacBook Pro 14,macOS 15.5,2025-01-20,2026-07-07,Managed
MAC-01167,MAC-USW-01167,2570,2,9,C02SZYWB9N7,MacBook Air 13,macOS 15.4,2025-11-13,2026-07-07,Managed
MAC-01168,MAC-EUW-01168,11118,4,10,C02QZJPLA7A,iMac 24,macOS 15.4,2025-10-07,2026-07-05,Managed
MAC-01169,MAC-USE-01169,8782,1,7,C02E4DHIKFQ,Mac mini,macOS 15.5,2024-12-31,2026-07-04,Needs Attention
MAC-01170,MAC-SEA-01170,13939,5,7,C02FTCXMHQD,iMac 24,macOS 15.5,2025-12-06,2026-07-07,Managed
MAC-01171,MAC-USW-01171,923,2,5,C026SJ71Q4J,MacBook Pro 16,macOS 15.4,2024-08-07,2026-06-24,Managed
MAC-01172,MAC-EUN-01172,801,3,5,C02D62KOU4F,MacBook Pro 16,macOS 15.5,2025-09-15,2026-07-07,Managed
MAC-01173,MAC-BRS-01173,7215,6,6,C02E069ZV2P,MacBook Air 13,macOS 15.5,2025-05-18,2026-07-07,Managed
MAC-01174,MAC-SEA-01174,10997,5,8,C025IP0CP0J,Mac mini,macOS 14.7,2026-05-05,2026-07-06,Managed
MAC-01175,MAC-USE-01175,12625,1,10,C0260H9FCPP,MacBook Pro 16,macOS 15.5,2025-02-19,2026-07-05,Managed
MAC-01176,MAC-EUN-01176,9836,3,9,C02LWSPLMIJ,MacBook Pro 16,macOS 15.5,2026-03-12,2026-07-07,Managed
MAC-01177,MAC-EUN-01177,3569,3,8,C02NI40GM8O,MacBook Air 13,macOS 14.7,2026-03-08,2026-07-04,Managed
MAC-01178,MAC-USE-01178,13919,1,11,C02ET27WAGF,Mac mini,macOS 14.7,2026-03-31,2026-07-04,Needs Attention
MAC-01179,MAC-EUW-01179,4172,4,4,C02PDO96PBU,MacBook Air 13,macOS 15.5,2025-10-16,2026-07-04,Managed
MAC-01180,MAC-USW-01180,10377,2,1,C02YFX6IM35,MacBook Pro 16,macOS 14.7,2025-01-16,2026-07-04,Managed
MAC-01181,MAC-BRS-01181,7478,6,8,C02VXS7XJSF,iMac 24,macOS 15.5,2026-02-09,2026-06-27,Managed
MAC-01182,MAC-USE-01182,12385,1,4,C02NX9M35FC,MacBook Pro 16,macOS 15.5,2025-05-13,2026-07-04,Managed
MAC-01183,MAC-EUW-01183,11407,4,8,C02LA7WFC8N,MacBook Pro 14,macOS 15.5,2025-03-03,2026-07-06,Managed
MAC-01184,MAC-USW-01184,608,2,5,C025AF6JYXC,MacBook Pro 16,macOS 15.5,2025-09-20,2026-07-07,Managed
MAC-01185,MAC-EUW-01185,8416,4,5,C023ZDJAVM7,Mac mini,macOS 15.5,2026-06-05,2026-06-29,Managed
MAC-01186,MAC-SEA-01186,12766,5,2,C02Q3H0XVCV,MacBook Pro 16,macOS 15.5,2025-03-23,2026-07-05,Managed
MAC-01187,MAC-EUN-01187,8822,3,11,C02KD0PWEB6,iMac 24,macOS 15.4,2025-05-07,2026-07-06,Managed
MAC-01188,MAC-EUW-01188,1965,4,12,C02H02FFVMW,iMac 24,macOS 15.4,2025-07-29,2026-07-07,Managed
MAC-01189,MAC-SEA-01189,8297,5,3,C02TWG8ZIY9,MacBook Pro 14,macOS 15.5,2025-03-22,2026-07-07,Managed
MAC-01190,MAC-EUN-01190,3275,3,8,C02RGLSEK4Z,MacBook Pro 14,macOS 15.5,2024-10-09,2026-07-07,Managed
MAC-01191,MAC-EUW-01191,7685,4,12,C02XMTCUZBH,iMac 24,macOS 14.7,2025-02-17,2026-07-04,Needs Attention
MAC-01192,MAC-EUW-01192,10735,4,12,C02MN2E2T5D,iMac 24,macOS 15.5,2026-06-17,2026-07-06,Managed
MAC-01193,MAC-BRS-01193,7859,6,3,C02RTCG5KTB,MacBook Air 13,macOS 15.5,2025-08-21,2026-07-07,Managed
MAC-01194,MAC-USW-01194,8920,2,1,C02RUOSDJB0,MacBook Air 13,macOS 14.7,2024-10-21,2026-07-04,Managed
MAC-01195,MAC-USW-01195,5098,2,12,C02TLHTB3XC,iMac 24,macOS 15.5,2025-08-09,2026-07-07,Managed
MAC-01196,MAC-USE-01196,1392,1,3,C02IEF2Y2XK,Mac mini,macOS 15.4,2025-01-30,2026-07-07,Managed
