CloudPCID,CloudPCName,UserKey,RegionKey,BUKey,ProvisioningPolicy,LicenseSKU,Status,vCPU,MemoryGB,DiskGB,DiskType,OSVersion,IPAddress,AzureResourceGroup,ProvisionedDate,EnrolledDate,LastLoginDate,DaysSinceLastLogin,InactivityBucket
CPC-00606,CPC-USW-00606,606,2,10,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.2.94,rg-w365-usw-10,2025-08-09,2025-08-11,2026-06-27,10,Active <15 Days
CPC-00607,CPC-EUN-00607,607,3,4,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Failed,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.2.95,rg-w365-eun-04,2025-07-10,2025-07-12,2026-04-29,69,45+ Days
CPC-00608,CPC-USW-00608,608,2,5,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.2.96,rg-w365-usw-05,2026-05-03,2026-05-04,2026-06-27,10,Active <15 Days
CPC-00609,CPC-SEA-00609,609,5,9,W365-APAC-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.5.2.97,rg-w365-sea-09,2025-10-19,2025-10-21,2026-06-20,17,15-45 Days
CPC-00610,CPC-EUN-00610,610,3,2,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.2.98,rg-w365-eun-02,2025-11-25,2025-11-25,2026-06-27,10,Active <15 Days
CPC-00611,CPC-USW-00611,611,2,9,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.2.2.99,rg-w365-usw-09,2026-01-15,2026-01-17,2026-07-06,1,Active <15 Days
CPC-00612,CPC-EUN-00612,612,3,3,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.2.100,rg-w365-eun-03,2026-02-19,2026-02-20,2026-07-06,1,Active <15 Days
CPC-00613,CPC-EUN-00613,613,3,4,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.2.101,rg-w365-eun-04,2025-08-07,2025-08-09,2026-05-13,55,45+ Days
CPC-00614,CPC-BRS-00614,614,6,3,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.2.102,rg-w365-brs-03,2025-11-07,2025-11-07,2026-06-28,9,Active <15 Days
CPC-00615,CPC-BRS-00615,615,6,9,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.6.2.103,rg-w365-brs-09,2026-03-13,2026-03-13,2026-07-05,2,Active <15 Days
CPC-00616,CPC-USE-00616,616,1,10,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.1.2.104,rg-w365-use-10,2026-03-07,2026-03-08,2026-06-30,7,Active <15 Days
CPC-00617,CPC-SEA-00617,617,5,2,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.2.105,rg-w365-sea-02,2025-08-06,2025-08-07,2026-06-24,13,Active <15 Days
CPC-00618,CPC-BRS-00618,618,6,4,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.2.106,rg-w365-brs-04,2025-07-04,2025-07-04,2026-07-05,2,Active <15 Days
CPC-00619,CPC-EUW-00619,619,4,10,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Ephemeral,Windows 11 Enterprise 24H2,10.4.2.107,rg-w365-euw-10,2026-03-06,2026-03-07,2026-04-07,91,45+ Days
CPC-00620,CPC-SEA-00620,620,5,6,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.5.2.108,rg-w365-sea-06,2025-12-06,2025-12-08,2026-07-04,3,Active <15 Days
CPC-00621,CPC-SEA-00621,621,5,6,W365-APAC-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.2.109,rg-w365-sea-06,2025-08-08,2025-08-09,2026-05-09,59,45+ Days
CPC-00622,CPC-EUW-00622,622,4,12,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.4.2.110,rg-w365-euw-12,2025-08-29,2025-08-30,2026-06-14,23,15-45 Days
CPC-00623,CPC-USW-00623,623,2,1,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.2.2.111,rg-w365-usw-01,2025-11-19,2025-11-21,2026-07-05,2,Active <15 Days
CPC-00624,CPC-USE-00624,624,1,7,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.1.2.112,rg-w365-use-07,2025-11-02,2025-11-02,2026-07-06,1,Active <15 Days
CPC-00625,CPC-EUN-00625,625,3,5,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.3.2.113,rg-w365-eun-05,2025-05-15,2025-05-15,2026-07-03,4,Active <15 Days
CPC-00626,CPC-EUW-00626,626,4,5,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.2.114,rg-w365-euw-05,2026-04-06,2026-04-07,2026-03-21,108,45+ Days
CPC-00627,CPC-EUW-00627,627,4,10,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.4.2.115,rg-w365-euw-10,2025-08-09,2025-08-10,2026-06-28,9,Active <15 Days
CPC-00628,CPC-BRS-00628,628,6,3,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.6.2.116,rg-w365-brs-03,2025-10-26,2025-10-28,2026-07-07,0,Active <15 Days
CPC-00629,CPC-EUN-00629,629,3,12,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 10 Enterprise 22H2,10.3.2.117,rg-w365-eun-12,2025-08-31,2025-09-02,2026-07-04,3,Active <15 Days
CPC-00630,CPC-EUW-00630,630,4,7,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.2.118,rg-w365-euw-07,2025-07-01,2025-07-03,2026-07-02,5,Active <15 Days
CPC-00631,CPC-USW-00631,631,2,5,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.2.119,rg-w365-usw-05,2026-01-19,2026-01-20,2026-07-04,3,Active <15 Days
CPC-00632,CPC-SEA-00632,632,5,4,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.2.120,rg-w365-sea-04,2026-01-12,2026-01-12,2026-03-14,115,45+ Days
CPC-00633,CPC-EUW-00633,633,4,4,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.2.121,rg-w365-euw-04,2026-02-14,2026-02-14,2026-06-27,10,Active <15 Days
CPC-00634,CPC-BRS-00634,634,6,4,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.6.2.122,rg-w365-brs-04,2025-09-22,2025-09-24,2026-06-27,10,Active <15 Days
CPC-00635,CPC-USW-00635,635,2,11,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.2.2.123,rg-w365-usw-11,2025-06-04,2025-06-04,2026-07-01,6,Active <15 Days
CPC-00636,CPC-USW-00636,636,2,7,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.2.2.124,rg-w365-usw-07,2025-09-10,2025-09-12,2026-07-06,1,Active <15 Days
CPC-00637,CPC-USE-00637,637,1,1,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.2.125,rg-w365-use-01,2025-09-11,2025-09-11,2026-07-05,2,Active <15 Days
CPC-00638,CPC-SEA-00638,638,5,12,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.2.126,rg-w365-sea-12,2026-02-17,2026-02-17,2026-07-04,3,Active <15 Days
CPC-00639,CPC-BRS-00639,639,6,12,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.6.2.127,rg-w365-brs-12,2025-06-12,2025-06-13,2026-07-07,0,Active <15 Days
CPC-00640,CPC-SEA-00640,640,5,3,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.5.2.128,rg-w365-sea-03,2025-05-13,2025-05-13,2026-07-01,6,Active <15 Days
CPC-00641,CPC-BRS-00641,641,6,2,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.2.129,rg-w365-brs-02,2026-04-20,2026-04-20,2026-06-25,12,Active <15 Days
CPC-00642,CPC-SEA-00642,642,5,9,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.2.130,rg-w365-sea-09,2025-08-09,2025-08-09,2026-06-25,12,Active <15 Days
CPC-00643,CPC-EUW-00643,643,4,7,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.2.131,rg-w365-euw-07,2026-03-19,2026-03-19,2026-06-29,8,Active <15 Days
CPC-00644,CPC-BRS-00644,644,6,1,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.2.132,rg-w365-brs-01,2026-03-30,2026-03-31,2026-06-26,11,Active <15 Days
CPC-00645,CPC-SEA-00645,645,5,3,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.2.133,rg-w365-sea-03,2026-05-02,2026-05-03,2026-06-24,13,Active <15 Days
CPC-00646,CPC-EUN-00646,646,3,9,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 10 Enterprise 22H2,10.3.2.134,rg-w365-eun-09,2026-03-23,2026-03-24,2026-06-25,12,Active <15 Days
CPC-00647,CPC-USE-00647,647,1,2,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.2.135,rg-w365-use-02,2025-10-04,2025-10-05,2026-04-18,80,45+ Days
CPC-00648,CPC-USE-00648,648,1,9,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.1.2.136,rg-w365-use-09,2026-02-14,2026-02-15,2026-03-30,99,45+ Days
CPC-00649,CPC-SEA-00649,649,5,9,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.2.137,rg-w365-sea-09,2025-11-29,2025-12-01,2026-06-26,11,Active <15 Days
CPC-00650,CPC-USE-00650,650,1,1,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.1.2.138,rg-w365-use-01,2025-08-24,2025-08-25,2026-07-01,6,Active <15 Days
CPC-00651,CPC-EUW-00651,651,4,4,W365-EMEA-West-Dev,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.4.2.139,rg-w365-euw-04,2026-04-02,2026-04-03,2026-06-30,7,Active <15 Days
CPC-00652,CPC-USW-00652,652,2,11,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.2.2.140,rg-w365-usw-11,2025-08-10,2025-08-10,2026-06-29,8,Active <15 Days
CPC-00653,CPC-BRS-00653,653,6,12,W365-LATAM-SharedOps,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 23H2,10.6.2.141,rg-w365-brs-12,2025-12-25,2025-12-26,2026-07-06,1,Active <15 Days
CPC-00654,CPC-EUN-00654,654,3,9,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.2.142,rg-w365-eun-09,2026-05-07,2026-05-07,2026-07-03,4,Active <15 Days
CPC-00655,CPC-BRS-00655,655,6,10,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 10 Enterprise 22H2,10.6.2.143,rg-w365-brs-10,2025-06-06,2025-06-06,2026-06-28,9,Active <15 Days
CPC-00656,CPC-USE-00656,656,1,2,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.1.2.144,rg-w365-use-02,2026-01-10,2026-01-11,2026-06-24,13,Active <15 Days
CPC-00657,CPC-BRS-00657,657,6,3,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.2.145,rg-w365-brs-03,2026-05-12,2026-05-12,2026-07-07,0,Active <15 Days
CPC-00658,CPC-EUN-00658,658,3,10,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.3.2.146,rg-w365-eun-10,2026-01-02,2026-01-03,2026-06-23,14,Active <15 Days
CPC-00659,CPC-USE-00659,659,1,6,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.1.2.147,rg-w365-use-06,2026-03-17,2026-03-17,2026-07-03,4,Active <15 Days
CPC-00660,CPC-USW-00660,660,2,4,W365-US-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.2.148,rg-w365-usw-04,2025-10-15,2025-10-17,2026-07-03,4,Active <15 Days
CPC-00661,CPC-BRS-00661,661,6,4,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.6.2.149,rg-w365-brs-04,2026-05-29,2026-05-31,2026-05-27,41,15-45 Days
CPC-00662,CPC-EUN-00662,662,3,8,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.2.150,rg-w365-eun-08,2026-05-03,2026-05-05,2026-06-26,11,Active <15 Days
CPC-00663,CPC-EUN-00663,663,3,4,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.2.151,rg-w365-eun-04,2026-03-20,2026-03-20,2026-07-06,1,Active <15 Days
CPC-00664,CPC-BRS-00664,664,6,11,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.6.2.152,rg-w365-brs-11,2026-04-06,2026-04-07,2026-05-16,52,45+ Days
CPC-00665,CPC-EUW-00665,665,4,11,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.2.153,rg-w365-euw-11,2026-01-15,2026-01-16,2026-06-29,8,Active <15 Days
CPC-00666,CPC-SEA-00666,666,5,7,W365-APAC-Privileged,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.5.2.154,rg-w365-sea-07,2025-06-17,2025-06-18,2026-06-27,10,Active <15 Days
CPC-00667,CPC-SEA-00667,667,5,3,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.2.155,rg-w365-sea-03,2026-06-07,2026-06-08,2026-07-05,2,Active <15 Days
CPC-00668,CPC-USE-00668,668,1,11,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.2.156,rg-w365-use-11,2026-02-10,2026-02-11,2026-07-04,3,Active <15 Days
CPC-00669,CPC-BRS-00669,669,6,6,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.2.157,rg-w365-brs-06,2025-05-17,2025-05-17,2026-06-30,7,Active <15 Days
CPC-00670,CPC-EUN-00670,670,3,2,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Failed,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.3.2.158,rg-w365-eun-02,2026-05-02,2026-05-04,2026-03-09,120,45+ Days
CPC-00671,CPC-EUW-00671,671,4,11,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.2.159,rg-w365-euw-11,2026-02-03,2026-02-04,2026-06-23,14,Active <15 Days
CPC-00672,CPC-USE-00672,672,1,3,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.1.2.160,rg-w365-use-03,2026-06-22,2026-06-22,2026-07-06,1,Active <15 Days
CPC-00673,CPC-USE-00673,673,1,1,W365-US-East-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.2.161,rg-w365-use-01,2025-12-09,2025-12-09,2026-07-03,4,Active <15 Days
CPC-00674,CPC-EUW-00674,674,4,6,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.2.162,rg-w365-euw-06,2025-07-20,2025-07-20,2026-06-26,11,Active <15 Days
CPC-00675,CPC-USW-00675,675,2,2,W365-US-West-Dev,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.2.2.163,rg-w365-usw-02,2026-03-09,2026-03-09,2026-07-05,2,Active <15 Days
CPC-00676,CPC-USW-00676,676,2,2,W365-US-West-Dev,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.2.2.164,rg-w365-usw-02,2025-12-12,2025-12-14,2026-07-01,6,Active <15 Days
CPC-00677,CPC-BRS-00677,677,6,11,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 24H2,10.6.2.165,rg-w365-brs-11,2025-06-24,2025-06-24,2026-06-26,11,Active <15 Days
CPC-00678,CPC-BRS-00678,678,6,9,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.6.2.166,rg-w365-brs-09,2026-03-25,2026-03-25,2026-06-26,11,Active <15 Days
CPC-00679,CPC-USE-00679,679,1,11,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.1.2.167,rg-w365-use-11,2025-06-14,2025-06-16,2026-06-25,12,Active <15 Days
CPC-00680,CPC-USW-00680,680,2,8,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 10 Enterprise 22H2,10.2.2.168,rg-w365-usw-08,2026-02-10,2026-02-11,2026-07-06,1,Active <15 Days
CPC-00681,CPC-EUW-00681,681,4,4,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.4.2.169,rg-w365-euw-04,2025-07-22,2025-07-24,2026-06-13,24,15-45 Days
CPC-00682,CPC-USW-00682,682,2,10,W365-US-West-Dev,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 23H2,10.2.2.170,rg-w365-usw-10,2025-10-06,2025-10-07,2026-07-03,4,Active <15 Days
CPC-00683,CPC-EUW-00683,683,4,5,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.4.2.171,rg-w365-euw-05,2025-06-03,2025-06-03,2026-06-25,12,Active <15 Days
CPC-00684,CPC-USE-00684,684,1,2,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.2.172,rg-w365-use-02,2025-08-25,2025-08-25,2026-07-06,1,Active <15 Days
CPC-00685,CPC-USW-00685,685,2,8,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 10 Enterprise 22H2,10.2.2.173,rg-w365-usw-08,2026-02-13,2026-02-15,2026-07-02,5,Active <15 Days
CPC-00686,CPC-BRS-00686,686,6,3,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.2.174,rg-w365-brs-03,2026-03-09,2026-03-11,2026-06-26,11,Active <15 Days
CPC-00687,CPC-USE-00687,687,1,6,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.2.175,rg-w365-use-06,2025-06-21,2025-06-22,2026-06-21,16,15-45 Days
CPC-00688,CPC-EUN-00688,688,3,2,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.2.176,rg-w365-eun-02,2025-12-15,2025-12-16,2026-07-05,2,Active <15 Days
CPC-00689,CPC-EUN-00689,689,3,12,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.2.177,rg-w365-eun-12,2025-08-08,2025-08-08,2026-07-04,3,Active <15 Days
CPC-00690,CPC-USE-00690,690,1,1,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.2.178,rg-w365-use-01,2025-12-10,2025-12-11,2026-07-02,5,Active <15 Days
CPC-00691,CPC-SEA-00691,691,5,11,W365-APAC-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.5.2.179,rg-w365-sea-11,2025-09-23,2025-09-25,2026-06-22,15,15-45 Days
CPC-00692,CPC-USE-00692,692,1,9,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.2.180,rg-w365-use-09,2025-06-11,2025-06-13,2026-07-05,2,Active <15 Days
CPC-00693,CPC-EUN-00693,693,3,2,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.2.181,rg-w365-eun-02,2025-07-27,2025-07-28,2026-06-28,9,Active <15 Days
CPC-00694,CPC-SEA-00694,694,5,1,W365-APAC-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.5.2.182,rg-w365-sea-01,2025-06-15,2025-06-17,2026-06-27,10,Active <15 Days
CPC-00695,CPC-EUN-00695,695,3,12,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.2.183,rg-w365-eun-12,2025-11-18,2025-11-19,2026-06-30,7,Active <15 Days
CPC-00696,CPC-USW-00696,696,2,10,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 24H2,10.2.2.184,rg-w365-usw-10,2025-12-15,2025-12-15,2026-07-05,2,Active <15 Days
CPC-00697,CPC-EUW-00697,697,4,4,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.4.2.185,rg-w365-euw-04,2025-11-12,2025-11-12,2026-06-29,8,Active <15 Days
CPC-00698,CPC-EUW-00698,698,4,1,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.2.186,rg-w365-euw-01,2025-07-27,2025-07-27,2026-06-30,7,Active <15 Days
CPC-00699,CPC-EUW-00699,699,4,6,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 10 Enterprise 22H2,10.4.2.187,rg-w365-euw-06,2026-03-14,2026-03-16,2026-07-04,3,Active <15 Days
CPC-00700,CPC-USW-00700,700,2,6,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Standard SSD,Windows 11 Enterprise 24H2,10.2.2.188,rg-w365-usw-06,2026-03-10,2026-03-11,2026-06-23,14,Active <15 Days
CPC-00701,CPC-BRS-00701,701,6,1,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.2.189,rg-w365-brs-01,2025-06-03,2025-06-03,2026-07-06,1,Active <15 Days
